T2M,WS2M,T2MDEW,T2MWET,GWETTOP,T2M_MAX,T2M_MIN,WS2M_MAX,WS2M_MIN,PRECTOTCORR,ALLSKY_SFC_LW_DWN,yearMonth,year,month,latitude,longitude,elevation
-0.24,1.97,-9.16,-4.7,0.45,10.33,-8.6,7.93,0.05,0.0,232.11,201201,2012,01,36.836822168,-107.9999245,1996.66
-0.44,2.63,-7.8,-4.12,0.47,11.85,-10.7,9.3,0.12,0.0,244.95,201202,2012,02,36.836822168,-107.9999245,1996.66
5.39,2.48,-7.18,-0.89,0.46,22.44,-12.23,9.94,0.12,0.0,249.34,201203,2012,03,36.836822168,-107.9999245,1996.66
10.53,2.77,-3.85,3.34,0.41,27.03,-4.31,8.88,0.12,0.0,280.38,201204,2012,04,36.836822168,-107.9999245,1996.66
16.26,2.75,-4.05,6.1,0.33,30.32,3.26,10.3,0.2,0.0,283.64,201205,2012,05,36.836822168,-107.9999245,1996.66
23.17,2.5,-2.24,10.47,0.27,35.21,8.08,6.01,0.15,0.0,318.35,201206,2012,06,36.836822168,-107.9999245,1996.66
23.41,2.12,9.92,16.67,0.36,35.9,14.42,6.1,0.07,0.0,363.79,201207,2012,07,36.836822168,-107.9999245,1996.66
23.44,2.09,7.94,15.69,0.33,34.12,12.98,5.67,0.1,0.0,356.41,201208,2012,08,36.836822168,-107.9999245,1996.66
18.48,2.15,1.76,10.12,0.31,31.73,6.74,6.63,0.17,0.0,314.48,201209,2012,09,36.836822168,-107.9999245,1996.66
11.23,2.45,-5.28,2.97,0.28,26.08,-5.29,8.2,0.04,0.0,265.71,201210,2012,10,36.836822168,-107.9999245,1996.66
5.27,1.77,-7.67,-1.2,0.33,21.71,-8.08,6.53,0.09,0.0,243.45,201211,2012,11,36.836822168,-107.9999245,1996.66
-2.3,2.34,-8.77,-5.53,0.37,14.48,-19.66,9.09,0.16,0.0,248.55,201212,2012,12,36.836822168,-107.9999245,1996.66
11.21,2.33,-3.01,4.1,0.36,35.9,-19.66,10.3,0.04,0.0,283.58,201213,2012,13,36.836822168,-107.9999245,1996.66
-3.85,2.02,-10.63,-7.24,0.41,10.58,-19.26,8.48,0.16,0.0,241.97,201301,2013,01,36.836822168,-107.9999245,1996.66
-2.1,2.68,-10.26,-6.17,0.44,11.55,-13.84,7.92,0.14,0.0,229.41,201302,2013,02,36.836822168,-107.9999245,1996.66
4.47,2.7,-7.26,-1.39,0.42,20.98,-7.68,8.39,0.17,0.0,250.1,201303,2013,03,36.836822168,-107.9999245,1996.66
8.52,3.16,-5.61,1.45,0.4,25.83,-6.43,9.98,0.15,0.0,264.52,201304,2013,04,36.836822168,-107.9999245,1996.66
14.37,2.77,-3.88,5.24,0.34,28.68,-2.66,7.87,0.18,0.0,291.0,201305,2013,05,36.836822168,-107.9999245,1996.66
22.87,2.56,-2.53,10.17,0.25,37.37,4.44,6.82,0.1,0.0,322.5,201306,2013,06,36.836822168,-107.9999245,1996.66
23.76,2.4,9.41,16.58,0.31,36.09,12.99,7.09,0.05,0.0,365.02,201307,2013,07,36.836822168,-107.9999245,1996.66
21.82,1.84,9.35,15.58,0.38,33.65,10.51,5.38,0.07,0.0,354.04,201308,2013,08,36.836822168,-107.9999245,1996.66
17.42,2.08,6.54,11.98,0.45,32.07,-1.36,7.31,0.16,0.0,324.33,201309,2013,09,36.836822168,-107.9999245,1996.66
8.02,2.23,-3.07,2.48,0.44,24.19,-4.42,7.12,0.12,0.0,262.2,201310,2013,10,36.836822168,-107.9999245,1996.66
3.05,2.09,-4.55,-0.75,0.46,18.08,-8.17,7.67,0.14,0.0,254.19,201311,2013,11,36.836822168,-107.9999245,1996.66
-2.28,2.13,-9.13,-5.7,0.48,9.05,-17.09,8.28,0.16,0.0,237.22,201312,2013,12,36.836822168,-107.9999245,1996.66
9.73,2.38,-2.58,3.58,0.4,37.37,-19.26,9.98,0.05,0.0,283.39,201313,2013,13,36.836822168,-107.9999245,1996.66
-0.69,2.44,-9.19,-4.94,0.46,10.9,-12.62,8.73,0.09,0.0,225.02,201401,2014,01,36.836822168,-107.9999245,1996.66
1.39,2.43,-7.12,-2.87,0.46,16.44,-11.64,8.18,0.14,0.0,250.9,201402,2014,02,36.836822168,-107.9999245,1996.66
4.62,2.82,-6.62,-1.0,0.46,18.05,-5.29,12.14,0.09,0.0,251.79,201403,2014,03,36.836822168,-107.9999245,1996.66
8.5,3.25,-5.26,1.62,0.42,24.29,-4.82,9.09,0.11,0.0,271.64,201404,2014,04,36.836822168,-107.9999245,1996.66
13.8,2.69,-2.33,5.74,0.38,30.83,-1.94,7.48,0.05,0.0,296.03,201405,2014,05,36.836822168,-107.9999245,1996.66
21.05,2.78,-3.41,8.83,0.3,34.72,6.94,8.49,0.05,0.0,310.97,201406,2014,06,36.836822168,-107.9999245,1996.66
23.6,2.21,8.65,16.13,0.33,36.57,13.42,6.27,0.02,0.0,358.19,201407,2014,07,36.836822168,-107.9999245,1996.66
20.69,2.08,7.62,14.15,0.38,32.61,9.69,6.29,0.16,0.0,343.95,201408,2014,08,36.836822168,-107.9999245,1996.66
18.83,2.03,6.37,12.6,0.4,31.56,5.16,6.37,0.08,0.0,328.55,201409,2014,09,36.836822168,-107.9999245,1996.66
11.59,1.97,-0.24,5.68,0.42,23.58,-1.16,8.64,0.09,0.0,284.78,201410,2014,10,36.836822168,-107.9999245,1996.66
3.4,2.22,-5.98,-1.29,0.43,20.23,-8.8,8.05,0.06,0.0,245.82,201411,2014,11,36.836822168,-107.9999245,1996.66
-0.09,2.12,-6.06,-3.07,0.45,12.82,-12.96,7.24,0.1,0.0,253.29,201412,2014,12,36.836822168,-107.9999245,1996.66
10.61,2.42,-1.92,4.34,0.41,36.57,-12.96,12.14,0.02,0.0,285.31,201413,2014,13,36.836822168,-107.9999245,1996.66
0.19,1.98,-5.68,-2.74,0.46,16.06,-12.85,6.73,0.18,0.0,250.84,201501,2015,01,36.836822168,-107.9999245,1996.66
2.6,2.42,-6.05,-1.73,0.48,17.47,-7.92,8.3,0.05,0.0,254.47,201502,2015,02,36.836822168,-107.9999245,1996.66
7.02,2.22,-3.69,1.67,0.49,22.75,-8.24,7.95,0.09,0.0,263.84,201503,2015,03,36.836822168,-107.9999245,1996.66
8.73,2.65,-4.54,2.09,0.44,25.23,-4.49,9.59,0.08,0.0,273.52,201504,2015,04,36.836822168,-107.9999245,1996.66
12.12,2.48,1.69,6.9,0.48,28.71,-1.48,7.62,0.09,0.0,304.32,201505,2015,05,36.836822168,-107.9999245,1996.66
21.12,2.06,6.19,13.65,0.45,34.79,8.3,5.88,0.13,0.0,336.21,201506,2015,06,36.836822168,-107.9999245,1996.66
21.28,1.91,10.2,15.74,0.44,34.33,10.08,5.59,0.1,0.0,357.09,201507,2015,07,36.836822168,-107.9999245,1996.66
22.04,2.02,8.73,15.39,0.41,33.05,11.28,6.93,0.21,0.0,345.27,201508,2015,08,36.836822168,-107.9999245,1996.66
19.03,1.91,5.3,12.16,0.41,30.6,8.51,6.12,0.04,0.0,320.32,201509,2015,09,36.836822168,-107.9999245,1996.66
12.31,1.95,2.56,7.44,0.44,28.53,-0.95,7.27,0.08,0.0,299.67,201510,2015,10,36.836822168,-107.9999245,1996.66
2.23,2.27,-5.84,-1.81,0.48,18.63,-7.86,8.07,0.2,0.0,243.09,201511,2015,11,36.836822168,-107.9999245,1996.66
-3.09,2.05,-8.63,-5.86,0.48,11.42,-20.38,7.46,0.1,0.0,244.04,201512,2015,12,36.836822168,-107.9999245,1996.66
10.51,2.16,0.07,5.29,0.45,34.79,-20.38,9.59,0.04,0.0,291.34,201513,2015,13,36.836822168,-107.9999245,1996.66
-4.31,1.82,-8.2,-6.25,0.53,10.05,-18.83,5.5,0.05,0.0,245.8,201601,2016,01,36.836822168,-107.9999245,1996.66
1.31,2.45,-6.89,-2.79,0.52,16.01,-17.6,8.36,0.21,0.0,240.39,201602,2016,02,36.836822168,-107.9999245,1996.66
5.26,2.96,-5.94,-0.34,0.48,18.7,-4.96,10.94,0.13,0.0,251.79,201603,2016,03,36.836822168,-107.9999245,1996.66
8.22,2.45,-2.33,2.94,0.48,24.51,-3.96,10.24,0.12,0.0,284.21,201604,2016,04,36.836822168,-107.9999245,1996.66
12.92,2.62,-0.42,6.25,0.46,26.33,-1.91,8.09,0.18,0.0,294.16,201605,2016,05,36.836822168,-107.9999245,1996.66
22.76,2.25,3.69,13.23,0.35,36.89,9.35,6.34,0.13,0.0,339.92,201606,2016,06,36.836822168,-107.9999245,1996.66
23.75,2.2,5.8,14.77,0.34,35.76,11.57,6.41,0.08,0.0,347.41,201607,2016,07,36.836822168,-107.9999245,1996.66
19.62,1.76,8.48,14.05,0.42,30.79,8.82,5.85,0.06,0.0,345.52,201608,2016,08,36.836822168,-107.9999245,1996.66
17.08,2.06,3.06,10.07,0.4,29.12,3.06,5.87,0.02,0.0,314.09,201609,2016,09,36.836822168,-107.9999245,1996.66
12.27,1.87,0.28,6.28,0.4,23.22,-0.63,7.05,0.08,0.0,285.16,201610,2016,10,36.836822168,-107.9999245,1996.66
5.15,2.2,-3.61,0.76,0.44,19.41,-10.25,8.0,0.19,0.0,263.89,201611,2016,11,36.836822168,-107.9999245,1996.66
-1.74,1.97,-7.04,-4.39,0.5,9.98,-12.67,8.34,0.09,0.0,243.95,201612,2016,12,36.836822168,-107.9999245,1996.66
10.21,2.22,-1.08,4.56,0.45,36.89,-18.83,10.94,0.02,0.0,288.15,201613,2016,13,36.836822168,-107.9999245,1996.66
-2.91,2.16,-5.78,-4.35,0.57,7.49,-19.08,7.04,0.06,0.0,256.89,201701,2017,01,36.836822168,-107.9999245,1996.66
2.36,2.1,-3.29,-0.46,0.58,16.81,-6.92,7.28,0.1,0.0,264.16,201702,2017,02,36.836822168,-107.9999245,1996.66
7.08,2.52,-2.74,2.17,0.56,22.17,-12.31,8.84,0.22,0.0,263.83,201703,2017,03,36.836822168,-107.9999245,1996.66
8.32,2.8,-3.35,2.48,0.53,22.91,-5.83,7.66,0.11,0.0,271.05,201704,2017,04,36.836822168,-107.9999245,1996.66
13.05,2.59,-0.02,6.51,0.5,26.82,-3.12,7.08,0.09,0.0,289.53,201705,2017,05,36.836822168,-107.9999245,1996.66
21.71,2.39,1.73,11.73,0.4,35.89,4.97,7.24,0.1,0.0,318.15,201706,2017,06,36.836822168,-107.9999245,1996.66
23.32,1.93,10.04,16.68,0.39,35.7,12.71,7.66,0.05,0.0,363.85,201707,2017,07,36.836822168,-107.9999245,1996.66
21.64,1.8,8.3,14.97,0.41,32.88,10.79,4.89,0.08,0.0,347.47,201708,2017,08,36.836822168,-107.9999245,1996.66
17.68,2.03,4.26,10.97,0.38,33.67,2.16,6.69,0.05,0.0,319.84,201709,2017,09,36.836822168,-107.9999245,1996.66
10.53,2.29,-3.0,3.76,0.41,25.44,-2.52,7.22,0.28,0.0,268.12,201710,2017,10,36.836822168,-107.9999245,1996.66
6.86,1.94,-4.13,1.37,0.39,19.12,-5.52,7.73,0.12,0.0,264.27,201711,2017,11,36.836822168,-107.9999245,1996.66
1.39,1.62,-10.27,-4.44,0.38,14.06,-7.61,5.77,0.09,0.0,241.27,201712,2017,12,36.836822168,-107.9999245,1996.66
10.96,2.18,-0.67,5.15,0.45,35.89,-19.08,8.84,0.05,0.0,289.2,201713,2017,13,36.836822168,-107.9999245,1996.66
0.7,1.99,-9.08,-4.19,0.41,12.4,-9.36,9.12,0.06,0.0,237.73,201801,2018,01,36.836822168,-107.9999245,1996.66
1.06,2.7,-7.51,-3.23,0.42,14.05,-10.26,10.63,0.4,0.0,250.2,201802,2018,02,36.836822168,-107.9999245,1996.66
4.65,2.69,-7.35,-1.35,0.4,18.93,-8.43,9.12,0.22,0.0,256.21,201803,2018,03,36.836822168,-107.9999245,1996.66
10.77,3.42,-6.7,2.03,0.36,24.44,-5.31,11.62,0.09,0.0,272.61,201804,2018,04,36.836822168,-107.9999245,1996.66
16.63,2.56,-3.2,6.72,0.33,30.13,-0.01,8.3,0.2,0.0,295.77,201805,2018,05,36.836822168,-107.9999245,1996.66
22.48,2.42,-1.55,10.46,0.3,35.73,9.24,6.21,0.05,0.0,321.16,201806,2018,06,36.836822168,-107.9999245,1996.66
24.3,2.16,8.69,16.49,0.34,35.48,14.12,6.26,0.07,0.0,359.5,201807,2018,07,36.836822168,-107.9999245,1996.66
22.97,2.15,6.12,14.55,0.3,34.69,11.94,6.02,0.09,0.0,346.4,201808,2018,08,36.836822168,-107.9999245,1996.66
19.44,1.9,1.73,10.58,0.3,31.36,8.15,5.69,0.2,0.0,319.86,201809,2018,09,36.836822168,-107.9999245,1996.66
9.66,2.15,1.31,5.48,0.4,23.25,-4.76,7.09,0.15,0.0,299.94,201810,2018,10,36.836822168,-107.9999245,1996.66
2.07,1.94,-8.92,-3.42,0.39,15.22,-6.82,7.95,0.15,0.0,233.85,201811,2018,11,36.836822168,-107.9999245,1996.66
-0.92,2.09,-8.59,-4.76,0.4,11.37,-11.2,7.77,0.08,0.0,249.84,201812,2018,12,36.836822168,-107.9999245,1996.66
11.21,2.34,-2.88,4.17,0.36,35.73,-11.2,11.62,0.05,0.0,287.23,201813,2018,13,36.836822168,-107.9999245,1996.66
-2.44,2.17,-7.62,-5.03,0.45,7.74,-17.45,9.16,0.06,0.0,245.02,201901,2019,01,36.836822168,-107.9999245,1996.66
-2.52,2.46,-7.67,-5.1,0.49,10.05,-17.01,8.12,0.23,0.0,251.19,201902,2019,02,36.836822168,-107.9999245,1996.66
4.36,2.49,-3.38,0.49,0.55,20.17,-6.99,9.59,0.1,0.0,269.68,201903,2019,03,36.836822168,-107.9999245,1996.66
9.6,2.59,-0.88,4.37,0.51,24.13,-4.37,8.4,0.04,0.0,283.01,201904,2019,04,36.836822168,-107.9999245,1996.66
10.97,2.47,-0.1,5.44,0.51,25.37,-1.16,8.45,0.09,0.0,294.9,201905,2019,05,36.836822168,-107.9999245,1996.66
19.21,2.25,4.33,11.77,0.45,33.02,3.7,5.7,0.04,0.0,322.7,201906,2019,06,36.836822168,-107.9999245,1996.66
23.67,2.11,7.47,15.57,0.37,34.68,11.75,5.62,0.1,0.0,352.02,201907,2019,07,36.836822168,-107.9999245,1996.66
23.44,1.91,5.84,14.64,0.34,34.18,12.1,5.47,0.14,0.0,344.05,201908,2019,08,36.836822168,-107.9999245,1996.66
18.9,2.16,3.93,11.42,0.34,34.22,6.92,7.3,0.14,0.0,323.23,201909,2019,09,36.836822168,-107.9999245,1996.66
