T2M,WS2M,T2MDEW,T2MWET,GWETTOP,T2M_MAX,T2M_MIN,WS2M_MAX,WS2M_MIN,PRECTOTCORR,ALLSKY_SFC_LW_DWN,yearMonth,year,month,latitude,longitude,elevation
-3.94,0.25,-5.33,-4.63,0.59,5.47,-15.5,1.33,0.03,5.27,253.45,201201,2012,01,46.070190938,-115.8761258,1350.61
-3.67,0.21,-4.91,-4.29,0.66,5.46,-18.14,1.05,0.02,5.27,255.42,201202,2012,02,46.070190938,-115.8761258,1350.61
0.31,0.19,-1.77,-0.73,0.73,17.54,-10.34,0.93,0.01,5.27,270.38,201203,2012,03,46.070190938,-115.8761258,1350.61
5.7,0.26,1.15,3.43,0.74,25.22,-7.85,1.15,0.02,5.27,287.91,201204,2012,04,46.070190938,-115.8761258,1350.61
7.85,0.28,2.4,5.13,0.7,26.33,-3.81,1.19,0.02,5.27,290.29,201205,2012,05,46.070190938,-115.8761258,1350.61
11.85,0.23,7.0,9.42,0.68,28.94,-0.47,1.01,0.01,5.27,313.79,201206,2012,06,46.070190938,-115.8761258,1350.61
18.83,0.28,12.01,15.42,0.55,35.71,3.33,1.05,0.01,0.0,323.53,201207,2012,07,46.070190938,-115.8761258,1350.61
19.54,0.37,6.57,13.05,0.32,33.86,3.61,1.21,0.01,0.0,310.59,201208,2012,08,46.070190938,-115.8761258,1350.61
15.28,0.43,1.03,8.15,0.25,29.3,1.46,1.28,0.01,0.0,293.29,201209,2012,09,46.070190938,-115.8761258,1350.61
5.83,0.27,-1.17,2.33,0.36,24.37,-5.79,1.3,0.02,5.27,278.16,201210,2012,10,46.070190938,-115.8761258,1350.61
1.1,0.19,-0.98,0.06,0.51,18.61,-9.0,1.08,0.02,5.27,277.82,201211,2012,11,46.070190938,-115.8761258,1350.61
-4.49,0.27,-5.35,-4.92,0.58,6.22,-14.72,1.45,0.02,5.27,260.59,201212,2012,12,46.070190938,-115.8761258,1350.61
6.21,0.27,0.9,3.56,0.55,35.71,-18.14,1.45,0.01,5.27,284.66,201213,2012,13,46.070190938,-115.8761258,1350.61
-6.62,0.27,-7.23,-6.92,0.6,2.12,-26.53,1.6,0.01,5.27,241.13,201301,2013,01,46.070190938,-115.8761258,1350.61
-3.89,0.27,-4.63,-4.27,0.63,4.05,-13.02,1.33,0.02,0.0,264.24,201302,2013,02,46.070190938,-115.8761258,1350.61
-0.27,0.29,-2.35,-1.31,0.7,16.03,-12.7,1.05,0.03,5.27,265.59,201303,2013,03,46.070190938,-115.8761258,1350.61
3.27,0.27,-1.01,1.13,0.71,17.4,-8.67,1.18,0.04,5.27,275.59,201304,2013,04,46.070190938,-115.8761258,1350.61
9.37,0.25,4.1,6.74,0.65,24.59,-3.86,1.14,0.02,0.0,301.36,201305,2013,05,46.070190938,-115.8761258,1350.61
13.11,0.26,7.76,10.44,0.59,30.65,0.83,1.03,0.01,0.0,311.7,201306,2013,06,46.070190938,-115.8761258,1350.61
20.46,0.38,8.42,14.44,0.39,35.04,6.64,1.12,0.01,0.0,308.06,201307,2013,07,46.070190938,-115.8761258,1350.61
20.08,0.32,7.94,14.01,0.27,33.28,7.99,1.09,0.01,0.0,328.21,201308,2013,08,46.070190938,-115.8761258,1350.61
14.12,0.23,5.62,9.87,0.33,34.18,-0.7,1.07,0.01,5.27,322.77,201309,2013,09,46.070190938,-115.8761258,1350.61
4.95,0.44,-2.02,1.47,0.38,20.73,-3.81,1.3,0.0,0.0,268.91,201310,2013,10,46.070190938,-115.8761258,1350.61
-0.2,0.3,-2.71,-1.46,0.46,11.16,-12.28,1.21,0.02,0.0,264.68,201311,2013,11,46.070190938,-115.8761258,1350.61
-6.18,0.23,-7.55,-6.86,0.53,3.32,-19.56,1.3,0.01,5.27,244.34,201312,2013,12,46.070190938,-115.8761258,1350.61
5.74,0.29,0.55,3.15,0.52,35.04,-26.53,1.6,0.0,0.0,283.09,201313,2013,13,46.070190938,-115.8761258,1350.61
-3.04,0.29,-4.93,-3.99,0.59,5.7,-13.85,1.26,0.01,5.27,248.44,201401,2014,01,46.070190938,-115.8761258,1350.61
