T2M,WS2M,T2MDEW,T2MWET,GWETTOP,T2M_MAX,T2M_MIN,WS2M_MAX,WS2M_MIN,PRECTOTCORR,ALLSKY_SFC_LW_DWN,yearMonth,year,month,latitude,longitude,elevation
10.77,2.44,-4.35,3.21,0.38,25.78,-0.27,6.66,0.17,0.0,270.59,201201,2012,01,31.5678248,-111.051223,1142.62
10.39,2.45,-3.21,3.59,0.37,23.71,-1.01,9.76,0.09,0.0,268.91,201202,2012,02,31.5678248,-111.051223,1142.62
12.86,3.21,-5.87,3.49,0.33,29.02,-2.31,9.21,0.19,0.0,267.1,201203,2012,03,31.5678248,-111.051223,1142.62
18.2,2.83,-5.04,6.58,0.2,36.39,2.19,9.03,0.32,0.0,293.94,201204,2012,04,31.5678248,-111.051223,1142.62
23.01,3.3,-5.7,8.65,0.14,38.56,8.85,10.52,0.08,0.0,299.83,201205,2012,05,31.5678248,-111.051223,1142.62
27.96,2.8,0.76,14.36,0.14,39.69,14.85,6.95,0.05,0.0,347.12,201206,2012,06,31.5678248,-111.051223,1142.62
26.01,2.11,14.37,20.19,0.41,37.86,17.69,5.81,0.02,5.27,397.82,201207,2012,07,31.5678248,-111.051223,1142.62
27.28,1.7,15.25,21.26,0.43,40.06,18.94,5.88,0.05,0.0,394.86,201208,2012,08,31.5678248,-111.051223,1142.62
23.72,2.02,12.78,18.25,0.47,36.48,14.26,6.58,0.06,0.0,370.0,201209,2012,09,31.5678248,-111.051223,1142.62
19.8,2.09,4.01,11.9,0.38,33.64,7.98,7.03,0.03,0.0,313.38,201210,2012,10,31.5678248,-111.051223,1142.62
15.76,2.18,0.01,7.88,0.34,29.47,0.06,7.91,0.08,0.0,297.0,201211,2012,11,31.5678248,-111.051223,1142.62
9.64,2.66,-3.13,3.26,0.35,27.47,-1.04,9.0,0.04,0.0,271.84,201212,2012,12,31.5678248,-111.051223,1142.62
18.8,2.48,1.68,10.24,0.33,40.06,-2.31,10.52,0.02,0.0,316.17,201213,2012,13,31.5678248,-111.051223,1142.62
7.23,2.77,-4.97,1.13,0.38,24.19,-6.49,8.19,0.13,0.0,262.36,201301,2013,01,31.5678248,-111.051223,1142.62
7.75,2.78,-5.43,1.15,0.38,23.69,-4.53,10.57,0.04,0.0,258.41,201302,2013,02,31.5678248,-111.051223,1142.62
15.1,2.7,-3.6,5.75,0.34,30.87,0.84,9.77,0.48,0.0,287.62,201303,2013,03,31.5678248,-111.051223,1142.62
17.84,3.1,-5.59,6.12,0.2,33.78,1.94,11.29,0.32,0.0,288.16,201304,2013,04,31.5678248,-111.051223,1142.62
22.13,3.36,-2.27,9.94,0.1,35.28,9.3,8.96,0.19,0.0,309.69,201305,2013,05,31.5678248,-111.051223,1142.62
28.64,2.97,-1.48,13.58,0.09,41.84,16.28,7.64,0.19,0.0,339.29,201306,2013,06,31.5678248,-111.051223,1142.62
26.89,2.13,15.06,20.98,0.39,38.36,19.32,6.48,0.15,5.27,402.77,201307,2013,07,31.5678248,-111.051223,1142.62
26.75,1.93,13.58,20.16,0.4,38.6,17.25,5.52,0.04,0.0,391.45,201308,2013,08,31.5678248,-111.051223,1142.62
24.74,2.06,11.48,18.11,0.4,36.52,11.13,6.97,0.13,0.0,360.66,201309,2013,09,31.5678248,-111.051223,1142.62
17.99,2.42,0.44,9.22,0.34,31.82,5.01,8.48,0.05,0.0,293.8,201310,2013,10,31.5678248,-111.051223,1142.62
14.13,2.91,2.02,8.08,0.31,29.02,0.76,8.38,0.05,0.0,296.02,201311,2013,11,31.5678248,-111.051223,1142.62
9.06,3.01,-3.01,3.03,0.38,26.91,-2.94,8.12,0.18,0.0,264.96,201312,2013,12,31.5678248,-111.051223,1142.62
18.24,2.68,1.4,9.83,0.31,41.84,-6.49,11.29,0.04,0.0,313.29,201313,2013,13,31.5678248,-111.051223,1142.62
11.87,2.3,-5.09,3.39,0.36,24.24,1.62,7.62,0.08,0.0,274.05,201401,2014,01,31.5678248,-111.051223,1142.62
13.59,2.15,-3.4,5.09,0.28,29.71,-0.58,7.28,0.16,0.0,290.11,201402,2014,02,31.5678248,-111.051223,1142.62
15.03,2.68,-1.66,6.69,0.35,27.8,4.65,9.3,0.06,0.0,286.61,201403,2014,03,31.5678248,-111.051223,1142.62
17.9,3.0,-5.42,6.24,0.21,32.32,2.47,8.91,0.16,0.0,293.55,201404,2014,04,31.5678248,-111.051223,1142.62
22.24,3.27,-4.45,8.9,0.11,37.48,7.14,9.56,0.02,0.0,310.12,201405,2014,05,31.5678248,-111.051223,1142.62
28.41,3.08,0.05,14.23,0.08,39.73,17.9,7.59,0.05,0.0,345.53,201406,2014,06,31.5678248,-111.051223,1142.62
26.74,1.75,14.25,20.49,0.38,38.33,19.23,5.62,0.05,5.27,394.85,201407,2014,07,31.5678248,-111.051223,1142.62
25.26,1.74,15.01,20.14,0.45,36.19,16.0,4.73,0.14,5.27,384.8,201408,2014,08,31.5678248,-111.051223,1142.62
24.12,2.04,15.28,19.7,0.55,36.23,13.94,7.01,0.12,5.27,379.41,201409,2014,09,31.5678248,-111.051223,1142.62
20.1,1.8,9.69,14.89,0.53,31.67,11.54,6.34,0.03,0.0,329.21,201410,2014,10,31.5678248,-111.051223,1142.62
12.8,2.83,1.0,6.9,0.44,26.32,0.55,7.02,0.67,0.0,275.91,201411,2014,11,31.5678248,-111.051223,1142.62
9.72,2.36,0.45,5.08,0.43,22.87,-3.38,8.96,0.26,0.0,282.49,201412,2014,12,31.5678248,-111.051223,1142.62
19.01,2.41,3.03,11.02,0.35,39.73,-3.38,9.56,0.02,0.0,320.77,201413,2014,13,31.5678248,-111.051223,1142.62
10.17,2.59,0.23,5.2,0.44,24.71,-5.08,8.54,0.1,0.0,282.89,201501,2015,01,31.5678248,-111.051223,1142.62
13.25,2.64,2.02,7.64,0.47,26.58,3.2,10.03,0.2,0.0,290.07,201502,2015,02,31.5678248,-111.051223,1142.62
15.76,2.59,1.31,8.54,0.41,31.19,1.65,9.5,0.18,0.0,303.2,201503,2015,03,31.5678248,-111.051223,1142.62
16.67,2.98,-1.58,7.55,0.35,32.33,4.25,7.4,0.21,0.0,290.47,201504,2015,04,31.5678248,-111.051223,1142.62
19.44,3.26,0.62,10.03,0.24,37.03,5.87,8.62,0.05,0.0,307.02,201505,2015,05,31.5678248,-111.051223,1142.62
27.87,2.67,5.97,16.92,0.2,41.0,15.03,8.04,0.04,0.0,366.45,201506,2015,06,31.5678248,-111.051223,1142.62
25.87,2.2,14.56,20.21,0.39,35.82,17.35,7.18,0.13,0.0,391.3,201507,2015,07,31.5678248,-111.051223,1142.62
27.65,1.85,15.71,21.68,0.39,39.95,19.3,5.15,0.12,0.0,398.73,201508,2015,08,31.5678248,-111.051223,1142.62
24.9,2.0,14.71,19.8,0.44,35.55,16.98,6.49,0.09,0.0,384.12,201509,2015,09,31.5678248,-111.051223,1142.62
19.89,2.47,9.43,14.66,0.42,34.73,7.52,8.02,0.05,0.0,342.71,201510,2015,10,31.5678248,-111.051223,1142.62
12.41,2.78,-0.35,6.03,0.4,27.18,-1.16,8.75,0.2,0.0,277.58,201511,2015,11,31.5678248,-111.051223,1142.62
8.27,2.45,-4.24,2.01,0.39,25.01,-4.03,6.96,0.1,0.0,262.53,201512,2015,12,31.5678248,-111.051223,1142.62
18.54,2.54,4.89,11.71,0.38,41.0,-5.08,10.03,0.04,0.0,324.98,201513,2015,13,31.5678248,-111.051223,1142.62
8.73,2.7,-2.95,2.89,0.43,24.84,-1.17,8.64,0.13,0.0,265.69,201601,2016,01,31.5678248,-111.051223,1142.62
13.4,2.87,-5.08,4.16,0.38,28.65,-3.74,9.79,0.17,0.0,273.63,201602,2016,02,31.5678248,-111.051223,1142.62
15.6,2.54,-3.55,6.02,0.33,29.82,3.37,8.6,0.09,0.0,285.6,201603,2016,03,31.5678248,-111.051223,1142.62
17.26,2.88,-2.32,7.48,0.27,32.09,5.19,9.05,0.09,0.0,295.14,201604,2016,04,31.5678248,-111.051223,1142.62
20.72,3.16,-0.88,9.91,0.13,35.07,6.99,8.55,0.1,0.0,303.58,201605,2016,05,31.5678248,-111.051223,1142.62
28.33,2.68,3.53,15.93,0.16,43.81,15.54,6.8,0.05,0.0,361.19,201606,2016,06,31.5678248,-111.051223,1142.62
28.7,2.2,12.97,20.83,0.33,39.69,20.01,5.63,0.07,0.0,392.0,201607,2016,07,31.5678248,-111.051223,1142.62
26.46,1.91,13.88,20.17,0.41,37.4,17.57,4.7,0.16,0.0,381.66,201608,2016,08,31.5678248,-111.051223,1142.62
23.77,2.37,11.31,17.55,0.41,35.49,13.24,8.99,0.23,0.0,360.68,201609,2016,09,31.5678248,-111.051223,1142.62
22.41,2.05,6.4,14.4,0.37,32.94,11.69,7.16,0.05,0.0,329.1,201610,2016,10,31.5678248,-111.051223,1142.62
14.9,2.88,0.48,7.69,0.32,29.62,-1.02,9.15,0.27,0.0,290.62,201611,2016,11,31.5678248,-111.051223,1142.62
11.3,2.7,0.19,5.74,0.34,26.01,-0.61,10.92,0.06,0.0,292.19,201612,2016,12,31.5678248,-111.051223,1142.62
19.31,2.58,2.87,11.09,0.32,43.81,-3.74,10.92,0.05,0.0,319.42,201613,2016,13,31.5678248,-111.051223,1142.62
8.86,2.79,-0.54,4.16,0.42,26.05,-2.85,10.3,0.16,0.0,276.66,201701,2017,01,31.5678248,-111.051223,1142.62
12.37,2.68,0.74,6.56,0.41,29.63,-0.03,11.48,0.09,0.0,290.13,201702,2017,02,31.5678248,-111.051223,1142.62
16.97,2.61,-0.37,8.3,0.36,31.51,2.64,8.92,0.17,0.0,292.34,201703,2017,03,31.5678248,-111.051223,1142.62
19.04,2.81,-4.24,7.4,0.25,33.8,3.6,8.26,0.1,0.0,293.8,201704,2017,04,31.5678248,-111.051223,1142.62
21.61,3.19,-2.7,9.46,0.16,37.32,5.9,9.7,0.12,0.0,309.4,201705,2017,05,31.5678248,-111.051223,1142.62
29.12,2.77,0.12,14.62,0.09,44.08,14.0,8.76,0.14,0.0,349.91,201706,2017,06,31.5678248,-111.051223,1142.62
26.47,1.9,15.31,20.89,0.42,41.73,18.94,6.15,0.09,5.27,398.39,201707,2017,07,31.5678248,-111.051223,1142.62
26.65,1.95,14.71,20.68,0.48,36.44,16.39,6.05,0.13,0.0,380.5,201708,2017,08,31.5678248,-111.051223,1142.62
23.85,2.33,9.3,16.58,0.38,37.52,10.55,6.92,0.17,0.0,348.74,201709,2017,09,31.5678248,-111.051223,1142.62
22.14,2.47,2.23,12.18,0.3,35.12,10.67,6.89,0.11,0.0,319.44,201710,2017,10,31.5678248,-111.051223,1142.62
18.71,1.95,-0.56,9.08,0.22,32.47,8.49,5.87,0.08,0.0,310.81,201711,2017,11,31.5678248,-111.051223,1142.62
12.23,2.35,-3.81,4.2,0.25,26.24,-3.17,7.82,0.15,0.0,285.79,201712,2017,12,31.5678248,-111.051223,1142.62
19.87,2.48,2.55,11.2,0.31,44.08,-3.17,11.48,0.08,0.0,321.53,201713,2017,13,31.5678248,-111.051223,1142.62
12.79,3.03,-4.92,3.94,0.28,26.29,-1.29,9.12,0.3,0.0,277.28,201801,2018,01,31.5678248,-111.051223,1142.62
