T2M,WS2M,T2MDEW,T2MWET,GWETTOP,T2M_MAX,T2M_MIN,WS2M_MAX,WS2M_MIN,PRECTOTCORR,ALLSKY_SFC_LW_DWN,yearMonth,year,month,latitude,longitude,elevation
-0.92,0.8,-2.83,-1.88,0.88,12.2,-13.43,2.26,0.08,0.0,262.97,201201,2012,01,40.410295758,-76.4337548,225.87
1.26,0.86,-1.17,0.05,0.86,13.64,-8.57,2.38,0.1,0.0,269.25,201202,2012,02,40.410295758,-76.4337548,225.87
8.38,0.69,5.08,6.73,0.81,25.15,-5.45,1.91,0.17,0.0,301.8,201203,2012,03,40.410295758,-76.4337548,225.87
9.23,0.45,3.98,6.61,0.73,27.44,-2.53,1.25,0.07,0.0,296.68,201204,2012,04,40.410295758,-76.4337548,225.87
18.23,0.27,14.32,16.27,0.72,29.86,4.11,1.01,0.05,5.27,359.84,201205,2012,05,40.410295758,-76.4337548,225.87
20.21,0.27,14.76,17.49,0.63,34.23,8.51,0.88,0.03,5.27,362.83,201206,2012,06,40.410295758,-76.4337548,225.87
25.55,0.24,17.33,21.44,0.46,37.74,15.67,0.91,0.02,5.27,400.8,201207,2012,07,40.410295758,-76.4337548,225.87
23.08,0.27,15.98,19.53,0.49,33.33,12.29,0.89,0.02,5.27,381.85,201208,2012,08,40.410295758,-76.4337548,225.87
18.05,0.28,12.78,15.41,0.55,32.98,4.55,1.01,0.02,5.27,353.18,201209,2012,09,40.410295758,-76.4337548,225.87
12.1,0.27,8.98,10.55,0.66,25.83,-2.7,1.12,0.02,5.27,329.66,201210,2012,10,40.410295758,-76.4337548,225.87
2.76,0.33,-0.47,1.15,0.73,17.9,-5.68,1.09,0.02,0.0,273.76,201211,2012,11,40.410295758,-76.4337548,225.87
2.01,0.48,0.37,1.19,0.77,17.15,-8.13,1.72,0.09,5.27,286.82,201212,2012,12,40.410295758,-76.4337548,225.87
11.71,0.43,7.47,9.59,0.7,37.74,-13.43,2.38,0.02,5.27,323.6,201213,2012,13,40.410295758,-76.4337548,225.87
-1.95,0.73,-3.72,-2.84,0.8,16.51,-12.85,2.49,0.05,5.27,262.64,201301,2013,01,40.410295758,-76.4337548,225.87
-2.13,0.91,-4.6,-3.37,0.83,8.84,-12.66,2.23,0.03,0.0,265.39,201302,2013,02,40.410295758,-76.4337548,225.87
1.06,0.8,-2.14,-0.54,0.82,12.61,-7.13,1.98,0.12,0.0,279.44,201303,2013,03,40.410295758,-76.4337548,225.87
9.55,0.45,5.09,7.32,0.79,24.4,-4.89,1.34,0.0,0.0,304.02,201304,2013,04,40.410295758,-76.4337548,225.87
15.14,0.29,10.92,13.03,0.73,30.4,-0.99,0.91,0.04,0.0,334.16,201305,2013,05,40.410295758,-76.4337548,225.87
20.81,0.27,16.58,18.69,0.66,31.83,8.12,0.84,0.05,5.27,371.34,201306,2013,06,40.410295758,-76.4337548,225.87
24.02,0.23,19.33,21.68,0.59,36.33,12.44,0.87,0.01,5.27,394.63,201307,2013,07,40.410295758,-76.4337548,225.87
21.58,0.24,15.98,18.78,0.54,32.33,9.33,0.93,0.03,5.27,376.1,201308,2013,08,40.410295758,-76.4337548,225.87
17.47,0.27,10.31,13.89,0.47,33.58,3.29,1.0,0.04,0.0,342.64,201309,2013,09,40.410295758,-76.4337548,225.87
12.45,0.27,8.37,10.4,0.59,29.65,-2.18,0.95,0.01,5.27,324.52,201310,2013,10,40.410295758,-76.4337548,225.87
3.41,0.31,-0.78,1.32,0.62,20.11,-9.95,0.94,0.09,0.0,277.21,201311,2013,11,40.410295758,-76.4337548,225.87
-0.81,0.48,-2.25,-1.53,0.72,19.01,-12.17,1.29,0.09,5.27,272.92,201312,2013,12,40.410295758,-76.4337548,225.87
10.12,0.44,6.16,8.14,0.68,36.33,-12.85,2.49,0.0,5.27,317.44,201313,2013,13,40.410295758,-76.4337548,225.87
-5.69,0.83,-8.02,-6.85,0.8,9.14,-19.58,2.3,0.13,0.0,246.98,201401,2014,01,40.410295758,-76.4337548,225.87
-5.74,0.84,-7.13,-6.43,0.81,7.76,-24.65,2.16,0.12,5.27,246.31,201402,2014,02,40.410295758,-76.4337548,225.87
