T2M,WS2M,T2MDEW,T2MWET,GWETTOP,T2M_MAX,T2M_MIN,WS2M_MAX,WS2M_MIN,PRECTOTCORR,ALLSKY_SFC_LW_DWN,yearMonth,year,month,latitude,longitude,elevation
2.55,2.09,-8.62,-3.03,0.35,16.19,-5.59,10.2,0.05,0.0,242.09,201201,2012,01,34.983876648,-109.7877678,1713.41
3.4,2.58,-7.19,-1.9,0.34,17.28,-6.36,9.39,0.16,0.0,248.73,201202,2012,02,34.983876648,-109.7877678,1713.41
7.34,3.04,-7.85,-0.25,0.32,25.94,-7.06,9.5,0.19,0.0,248.84,201203,2012,03,34.983876648,-109.7877678,1713.41
13.62,2.97,-5.73,3.94,0.24,31.8,-1.26,10.66,0.15,0.0,281.14,201204,2012,04,34.983876648,-109.7877678,1713.41
18.73,3.12,-6.87,5.93,0.16,33.89,3.07,10.93,0.12,0.0,277.34,201205,2012,05,34.983876648,-109.7877678,1713.41
25.07,2.57,-4.0,10.54,0.12,38.48,11.87,7.56,0.27,0.0,314.12,201206,2012,06,34.983876648,-109.7877678,1713.41
25.03,2.34,10.63,17.83,0.28,34.94,14.73,6.37,0.05,0.0,371.84,201207,2012,07,34.983876648,-109.7877678,1713.41
25.14,1.81,10.29,17.72,0.31,37.03,13.6,5.83,0.05,0.0,362.98,201208,2012,08,34.983876648,-109.7877678,1713.41
20.88,2.12,4.22,12.55,0.27,32.78,8.31,6.87,0.16,0.0,326.74,201209,2012,09,34.983876648,-109.7877678,1713.41
14.31,2.23,-3.95,5.18,0.21,29.58,-2.12,8.16,0.17,0.0,270.89,201210,2012,10,34.983876648,-109.7877678,1713.41
8.51,1.87,-5.79,1.37,0.26,23.46,-6.74,10.08,0.11,0.0,258.3,201211,2012,11,34.983876648,-109.7877678,1713.41
1.87,2.31,-6.92,-2.52,0.3,20.72,-8.1,8.25,0.1,0.0,249.95,201212,2012,12,34.983876648,-109.7877678,1713.41
13.9,2.42,-2.62,5.64,0.27,38.48,-8.1,10.93,0.05,0.0,287.88,201213,2012,13,34.983876648,-109.7877678,1713.41
-0.37,2.15,-9.17,-4.77,0.35,14.97,-14.96,8.56,0.09,0.0,245.62,201301,2013,01,34.983876648,-109.7877678,1713.41
1.16,2.73,-8.99,-3.91,0.36,14.89,-7.31,10.62,0.34,0.0,238.5,201302,2013,02,34.983876648,-109.7877678,1713.41
8.33,2.77,-6.15,1.08,0.34,25.72,-4.85,7.78,0.2,0.0,262.94,201303,2013,03,34.983876648,-109.7877678,1713.41
11.84,3.48,-5.89,2.98,0.3,28.87,-5.04,12.46,0.13,0.0,267.11,201304,2013,04,34.983876648,-109.7877678,1713.41
17.51,3.3,-5.05,6.23,0.18,30.51,0.94,8.22,0.57,0.0,290.73,201305,2013,05,34.983876648,-109.7877678,1713.41
25.27,2.78,-4.28,10.49,0.12,39.97,9.43,7.02,0.18,0.0,320.42,201306,2013,06,34.983876648,-109.7877678,1713.41
25.17,2.04,11.55,18.36,0.3,37.12,14.84,6.71,0.07,0.0,372.11,201307,2013,07,34.983876648,-109.7877678,1713.41
23.34,1.94,10.91,17.13,0.34,34.13,13.6,6.07,0.08,0.0,363.7,201308,2013,08,34.983876648,-109.7877678,1713.41
20.01,2.45,7.18,13.59,0.35,33.29,2.1,10.81,0.16,0.0,326.66,201309,2013,09,34.983876648,-109.7877678,1713.41
10.88,2.61,-3.14,3.87,0.33,26.98,-1.02,10.36,0.34,0.0,260.18,201310,2013,10,34.983876648,-109.7877678,1713.41
6.42,2.17,-2.7,1.86,0.36,22.15,-4.95,8.4,0.02,0.0,265.52,201311,2013,11,34.983876648,-109.7877678,1713.41
0.94,2.18,-7.81,-3.43,0.38,15.79,-11.76,8.87,0.09,0.0,239.61,201312,2013,12,34.983876648,-109.7877678,1713.41
