T2M,WS2M,T2MDEW,T2MWET,GWETTOP,T2M_MAX,T2M_MIN,WS2M_MAX,WS2M_MIN,PRECTOTCORR,ALLSKY_SFC_LW_DWN,yearMonth,year,month,latitude,longitude,elevation
-9.08,0.48,-9.81,-9.44,0.48,0.33,-23.02,1.41,0.09,0.0,227.92,201201,2012,01,45.646473248,-113.6458443,2045.51
-9.3,0.54,-9.7,-9.49,0.48,0.23,-20.12,1.54,0.05,0.0,230.09,201202,2012,02,45.646473248,-113.6458443,2045.51
-3.08,0.48,-4.97,-4.02,0.59,13.73,-19.35,1.27,0.02,0.0,250.81,201203,2012,03,45.646473248,-113.6458443,2045.51
3.11,0.45,-2.97,0.07,0.58,21.92,-9.1,1.31,0.08,0.0,266.81,201204,2012,04,45.646473248,-113.6458443,2045.51
5.37,0.34,-1.33,2.02,0.56,23.05,-6.3,1.16,0.02,0.0,275.62,201205,2012,05,45.646473248,-113.6458443,2045.51
10.63,0.27,2.84,6.73,0.53,26.73,-2.25,1.12,0.02,0.0,287.7,201206,2012,06,45.646473248,-113.6458443,2045.51
17.46,0.25,7.75,12.61,0.45,30.56,2.58,1.0,0.01,0.0,322.84,201207,2012,07,45.646473248,-113.6458443,2045.51
16.45,0.35,3.52,9.98,0.38,29.85,1.0,1.22,0.02,0.0,301.73,201208,2012,08,45.646473248,-113.6458443,2045.51
11.87,0.45,-1.11,5.38,0.34,25.9,-1.1,1.34,0.01,0.0,276.23,201209,2012,09,45.646473248,-113.6458443,2045.51
2.13,0.3,-4.0,-0.93,0.4,20.15,-8.07,1.21,0.03,0.0,257.64,201210,2012,10,45.646473248,-113.6458443,2045.51
-2.63,0.34,-4.7,-3.67,0.46,14.12,-13.72,1.06,0.03,0.0,256.34,201211,2012,11,45.646473248,-113.6458443,2045.51
-9.55,0.41,-10.23,-9.88,0.48,3.41,-21.26,1.34,0.03,0.0,233.17,201212,2012,12,45.646473248,-113.6458443,2045.51
2.82,0.39,-2.87,-0.02,0.48,30.56,-23.02,1.54,0.01,0.0,265.7,201213,2012,13,45.646473248,-113.6458443,2045.51
-11.51,0.5,-12.05,-11.78,0.47,0.04,-29.1,1.45,0.12,0.0,223.54,201301,2013,01,45.646473248,-113.6458443,2045.51
-9.27,0.46,-9.7,-9.49,0.47,-0.1,-20.67,1.28,0.09,0.0,231.77,201302,2013,02,45.646473248,-113.6458443,2045.51
-4.89,0.47,-6.6,-5.74,0.54,13.23,-20.74,1.3,0.02,0.0,237.15,201303,2013,03,45.646473248,-113.6458443,2045.51
-0.22,0.42,-5.23,-2.72,0.53,14.8,-14.12,1.19,0.09,0.0,253.76,201304,2013,04,45.646473248,-113.6458443,2045.51
6.69,0.31,0.34,3.52,0.51,21.58,-6.17,1.09,0.01,0.0,290.63,201305,2013,05,45.646473248,-113.6458443,2045.51
11.44,0.27,3.93,7.69,0.48,29.42,-1.12,1.01,0.02,0.0,300.95,201306,2013,06,45.646473248,-113.6458443,2045.51
17.82,0.3,5.43,11.62,0.41,32.15,6.37,1.11,0.01,0.0,311.27,201307,2013,07,45.646473248,-113.6458443,2045.51
17.05,0.29,4.65,10.85,0.36,30.3,4.44,1.05,0.01,0.0,311.78,201308,2013,08,45.646473248,-113.6458443,2045.51
10.36,0.27,3.2,6.78,0.41,29.51,-6.13,1.12,0.02,0.0,304.43,201309,2013,09,45.646473248,-113.6458443,2045.51
1.14,0.36,-4.88,-1.88,0.45,14.31,-8.62,1.29,0.02,0.0,253.07,201310,2013,10,45.646473248,-113.6458443,2045.51
-3.41,0.38,-6.38,-4.9,0.46,8.61,-17.94,1.13,0.05,0.0,242.41,201311,2013,11,45.646473248,-113.6458443,2045.51
-11.16,0.42,-11.79,-11.48,0.46,0.86,-28.8,1.35,0.05,0.0,223.53,201312,2013,12,45.646473248,-113.6458443,2045.51
2.07,0.37,-3.23,-0.58,0.46,32.15,-29.1,1.45,0.01,0.0,265.52,201313,2013,13,45.646473248,-113.6458443,2045.51
-8.74,0.57,-9.48,-9.11,0.46,0.23,-20.66,1.45,0.13,0.0,231.46,201401,2014,01,45.646473248,-113.6458443,2045.51
-9.63,0.49,-10.06,-9.84,0.46,0.17,-35.07,1.37,0.04,5.27,234.47,201402,2014,02,45.646473248,-113.6458443,2045.51
-5.17,0.48,-6.02,-5.6,0.52,2.55,-20.48,1.2,0.02,0.0,246.53,201403,2014,03,45.646473248,-113.6458443,2045.51
-1.19,0.41,-4.17,-2.68,0.61,12.98,-14.24,1.18,0.05,0.0,254.76,201404,2014,04,45.646473248,-113.6458443,2045.51
6.86,0.37,0.75,3.8,0.59,21.08,-7.11,1.14,0.01,0.0,280.98,201405,2014,05,45.646473248,-113.6458443,2045.51
9.42,0.24,3.33,6.37,0.55,22.06,-1.69,1.1,0.01,0.0,294.66,201406,2014,06,45.646473248,-113.6458443,2045.51
16.91,0.3,7.73,12.32,0.47,29.34,1.34,1.02,0.02,0.0,312.52,201407,2014,07,45.646473248,-113.6458443,2045.51
14.76,0.28,7.16,10.96,0.46,29.19,2.31,1.15,0.01,0.0,320.41,201408,2014,08,45.646473248,-113.6458443,2045.51
10.29,0.36,1.18,5.73,0.43,25.49,-5.48,1.25,0.02,0.0,285.56,201409,2014,09,45.646473248,-113.6458443,2045.51
4.7,0.34,-0.86,1.92,0.45,18.41,-5.85,1.2,0.02,0.0,269.11,201410,2014,10,45.646473248,-113.6458443,2045.51
-4.76,0.33,-6.92,-5.84,0.48,12.6,-22.02,1.12,0.05,5.27,244.07,201411,2014,11,45.646473248,-113.6458443,2045.51
-8.47,0.41,-8.97,-8.72,0.51,1.46,-31.87,1.58,0.02,0.0,241.11,201412,2014,12,45.646473248,-113.6458443,2045.51
2.16,0.38,-2.13,0.01,0.5,29.34,-35.07,1.58,0.01,0.0,268.23,201413,2014,13,45.646473248,-113.6458443,2045.51
-7.56,0.48,-8.13,-7.85,0.52,0.39,-20.24,1.4,0.01,0.0,237.5,201501,2015,01,45.646473248,-113.6458443,2045.51
-4.89,0.48,-6.65,-5.77,0.59,4.26,-21.77,1.28,0.04,0.0,242.26,201502,2015,02,45.646473248,-113.6458443,2045.51
-0.06,0.51,-4.24,-2.15,0.56,15.17,-17.96,1.35,0.02,0.0,245.57,201503,2015,03,45.646473248,-113.6458443,2045.51
1.69,0.43,-4.25,-1.28,0.55,19.49,-9.35,1.12,0.05,0.0,255.66,201504,2015,04,45.646473248,-113.6458443,2045.51
6.55,0.3,0.83,3.69,0.54,21.42,-3.74,1.18,0.01,0.0,295.99,201505,2015,05,45.646473248,-113.6458443,2045.51
14.47,0.3,6.59,10.53,0.5,30.81,1.08,1.09,0.01,0.0,307.19,201506,2015,06,45.646473248,-113.6458443,2045.51
15.42,0.3,6.27,10.84,0.45,28.54,1.65,1.14,0.02,0.0,315.71,201507,2015,07,45.646473248,-113.6458443,2045.51
16.12,0.34,3.55,9.83,0.38,30.58,1.93,1.27,0.02,0.0,309.6,201508,2015,08,45.646473248,-113.6458443,2045.51
10.71,0.37,0.94,5.83,0.4,26.51,-1.72,1.21,0.02,0.0,284.52,201509,2015,09,45.646473248,-113.6458443,2045.51
6.58,0.36,-1.02,2.77,0.38,22.4,-3.88,1.2,0.02,0.0,276.3,201510,2015,10,45.646473248,-113.6458443,2045.51
-6.14,0.4,-8.12,-7.13,0.45,8.07,-19.77,1.21,0.02,0.0,236.12,201511,2015,11,45.646473248,-113.6458443,2045.51
-9.09,0.42,-9.72,-9.4,0.47,2.34,-22.78,1.4,0.04,5.27,232.1,201512,2015,12,45.646473248,-113.6458443,2045.51
3.7,0.39,-1.97,0.87,0.48,30.81,-22.78,1.4,0.01,0.0,270.09,201513,2015,13,45.646473248,-113.6458443,2045.51
-9.06,0.46,-9.52,-9.29,0.46,0.05,-23.77,1.31,0.08,0.0,234.84,201601,2016,01,45.646473248,-113.6458443,2045.51
-6.21,0.5,-6.77,-6.49,0.5,1.03,-19.17,1.41,0.13,0.0,236.23,201602,2016,02,45.646473248,-113.6458443,2045.51
-2.61,0.48,-5.45,-4.03,0.56,11.54,-15.68,1.19,0.13,0.0,253.58,201603,2016,03,45.646473248,-113.6458443,2045.51
3.93,0.45,-2.2,0.87,0.54,19.68,-6.42,1.31,0.05,0.0,265.27,201604,2016,04,45.646473248,-113.6458443,2045.51
6.67,0.34,0.74,3.71,0.54,20.44,-3.43,1.31,0.01,0.0,288.74,201605,2016,05,45.646473248,-113.6458443,2045.51
