T2M,WS2M,T2MDEW,T2MWET,GWETTOP,T2M_MAX,T2M_MIN,WS2M_MAX,WS2M_MIN,PRECTOTCORR,ALLSKY_SFC_LW_DWN,yearMonth,year,month,latitude,longitude,elevation
2.08,3.25,-0.65,0.72,0.84,15.94,-8.0,8.65,0.12,0.0,267.74,201201,2012,01,38.889488,-77.035207,70.81
3.97,3.05,0.86,2.41,0.82,17.73,-5.46,9.12,0.16,0.0,275.22,201202,2012,02,38.889488,-77.035207,70.81
11.01,2.9,7.61,9.3,0.8,25.08,-3.69,7.98,0.24,0.0,313.59,201203,2012,03,38.889488,-77.035207,70.81
12.01,2.95,6.58,9.3,0.7,27.59,1.73,7.23,0.05,0.0,311.88,201204,2012,04,38.889488,-77.035207,70.81
19.95,2.31,15.68,17.82,0.62,30.81,7.2,6.32,0.12,0.0,368.84,201205,2012,05,38.889488,-77.035207,70.81
23.23,2.38,15.21,19.22,0.49,36.34,12.35,5.84,0.13,0.0,371.84,201206,2012,06,38.889488,-77.035207,70.81
27.98,1.95,19.19,23.58,0.43,40.24,18.79,5.45,0.12,5.27,412.23,201207,2012,07,38.889488,-77.035207,70.81
25.59,1.85,18.43,22.01,0.45,35.01,17.11,5.62,0.09,5.27,397.19,201208,2012,08,38.889488,-77.035207,70.81
20.69,2.17,14.63,17.66,0.49,32.02,7.92,7.71,0.1,0.0,359.12,201209,2012,09,38.889488,-77.035207,70.81
14.33,2.63,10.09,12.22,0.54,26.97,2.33,11.68,0.23,5.27,330.09,201210,2012,10,38.889488,-77.035207,70.81
5.02,2.55,1.8,3.41,0.72,19.12,-3.06,6.22,0.26,0.0,275.61,201211,2012,11,38.889488,-77.035207,70.81
4.81,2.83,2.61,3.71,0.73,19.6,-4.88,8.77,0.18,5.27,288.23,201212,2012,12,38.889488,-77.035207,70.81
14.26,2.56,9.38,11.83,0.63,40.24,-8.0,11.68,0.05,0.0,331.28,201213,2012,13,38.889488,-77.035207,70.81
1.58,2.81,-1.08,0.25,0.78,19.62,-11.09,9.36,0.04,5.27,276.89,201301,2013,01,38.889488,-77.035207,70.81
0.73,3.26,-2.43,-0.85,0.8,12.84,-9.2,8.65,0.26,0.0,266.48,201302,2013,02,38.889488,-77.035207,70.81
